@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.unsupervised.instance.Resample-S1-Z2.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R3,5,9-13,15,47-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,10-36,38,41-42,44-49,51-57,59,61'

@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute GSLO {PK,09,KG,07,'M ',03,08,05,06,10,02,04,01,12,'N ',UG,11,AE}
@attribute GSHI {05,12,06,02,08,01,07,09,04,03,KG,10,PK,11,'N ',UG,13,AE}
@attribute VIRTUAL {'Not Virtual','Supplemental Virtual','Virtual with face to face options',N,M,'Full Virtual'}
@attribute ULOCALE {City,Suburb,Town,Rural}
@attribute TITLEI {1-Yes,'Not Applicable',Missing}
@attribute STITLEI {1-Yes,'Not Applicable',2-No,Missing}
@attribute ASALM numeric
@attribute WHALF numeric
@attribute SCHOOL_TYPE_TEXT {'Regular school','Alternative/other school','Special education school','Vocational school'}
@attribute SCHOOL_LEVEL {Elementary,High,Other,'Not reported',Middle,Secondary,Prekindergarten,'Not applicable',Ungraded,'Adult Education'}
@attribute CHARTER_TEXT {No,Yes,Missing}
@attribute MAGNET_TEXT {No,Missing,Yes,'Not Applicable'}

@data
OR,KG,08,'Not Virtual',Rural,1-Yes,1-Yes,0,90,'Regular school',Elementary,No,Missing
TX,PK,04,'Not Virtual',Suburb,1-Yes,1-Yes,0,14,'Regular school',Elementary,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,0,3,'Regular school',Elementary,No,No
TX,09,12,'Not Virtual',Suburb,1-Yes,1-Yes,24,34,'Regular school',High,Yes,No
GA,PK,05,'Not Virtual',Rural,1-Yes,1-Yes,19,130,'Regular school',Elementary,No,No
FL,PK,05,'Not Virtual',City,1-Yes,1-Yes,15,57,'Regular school',Elementary,No,No
SD,06,08,'Not Virtual',Rural,1-Yes,1-Yes,0,18,'Regular school',Middle,No,Missing
CA,09,12,'Supplemental Virtual',Suburb,1-Yes,1-Yes,29,51,'Regular school',High,No,No
NY,06,08,'Not Virtual',City,1-Yes,1-Yes,3,111,'Regular school',Middle,No,No
NY,PK,05,'Not Virtual',City,1-Yes,1-Yes,72,243,'Regular school',Elementary,No,No
FL,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,2,57,'Regular school',Elementary,No,No
VA,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',19,48,'Regular school',Elementary,No,No
NC,KG,05,'Not Virtual',City,'Not Applicable','Not Applicable',5,120,'Regular school',Elementary,No,Yes
SC,PK,05,'Not Virtual',Town,1-Yes,1-Yes,4,134,'Regular school',Elementary,No,No
NY,KG,05,'Not Virtual',Suburb,1-Yes,1-Yes,44,162,'Regular school',Elementary,No,No
PA,KG,03,'Not Virtual',Suburb,1-Yes,1-Yes,0,82,'Regular school',Elementary,No,No
NY,03,04,'Not Virtual',Suburb,1-Yes,2-No,5,103,'Regular school',Elementary,No,No
GA,09,12,'Not Virtual',Town,'Not Applicable','Not Applicable',0,443,'Regular school',High,No,No
MT,PK,05,'Not Virtual',City,1-Yes,2-No,0,108,'Regular school',Elementary,Missing,Missing
TX,KG,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',30,162,'Regular school',Elementary,No,No
NY,KG,03,'Not Virtual',City,1-Yes,1-Yes,3,0,'Regular school',Elementary,Yes,No
VA,PK,05,'Not Virtual',City,1-Yes,1-Yes,22,33,'Regular school',Elementary,No,No
NY,06,08,'Not Virtual',City,'Not Applicable','Not Applicable',324,121,'Regular school',Middle,No,No
NE,07,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,39,'Regular school',High,Missing,Missing
AL,09,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,179,'Regular school',High,No,No
PA,07,12,'Not Virtual',Town,'Not Applicable','Not Applicable',1,433,'Regular school',High,No,No
KY,06,08,'Not Virtual',City,1-Yes,1-Yes,27,236,'Regular school',Middle,Missing,No
NC,PK,03,'Not Virtual',Rural,1-Yes,1-Yes,0,11,'Regular school',Elementary,No,No
AK,PK,06,'Not Virtual',Suburb,'Not Applicable','Not Applicable',3,147,'Regular school',Elementary,No,No
CA,07,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',0,2,'Alternative/other school',High,No,No
OH,KG,08,'Not Virtual',City,1-Yes,1-Yes,2,166,'Regular school',Elementary,Yes,'Not Applicable'
IA,05,12,'Supplemental Virtual',Rural,'Not Applicable','Not Applicable',2,13,'Alternative/other school',High,No,Missing
NC,PK,05,'Not Virtual',Rural,'Not Applicable','Not Applicable',7,266,'Regular school',Elementary,No,No
NY,PK,04,'Not Virtual',Town,1-Yes,1-Yes,1,134,'Regular school',Elementary,No,No
CA,09,12,'Not Virtual',City,1-Yes,2-No,110,532,'Regular school',High,No,No
KS,07,12,'Not Virtual',Rural,1-Yes,2-No,0,59,'Regular school',High,No,No
TX,PK,02,'Not Virtual',City,1-Yes,1-Yes,10,143,'Regular school',Elementary,No,No
MI,09,12,'Not Virtual',City,1-Yes,1-Yes,0,2,'Regular school',High,No,Yes
VA,PK,05,'Not Virtual',Town,1-Yes,1-Yes,0,108,'Regular school',Elementary,No,No
TX,KG,04,'Not Virtual',Town,1-Yes,1-Yes,1,22,'Regular school',Elementary,No,No
AL,PK,02,'Not Virtual',Town,1-Yes,1-Yes,1,61,'Regular school',Elementary,No,No
CA,KG,05,'Not Virtual',Town,1-Yes,1-Yes,34,43,'Regular school',Elementary,No,No
NJ,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',9,108,'Regular school',Elementary,No,Missing
MI,06,08,'Not Virtual',Rural,1-Yes,2-No,0,72,'Regular school',Middle,No,No
MO,09,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',33,762,'Regular school',High,No,No
PA,KG,12,'Not Virtual',Suburb,1-Yes,1-Yes,41,292,'Regular school',Other,Yes,No
NY,05,12,'Not Virtual',City,1-Yes,1-Yes,2,5,'Regular school',High,Yes,No
TX,05,08,'Not Virtual',Rural,1-Yes,1-Yes,0,59,'Regular school',Middle,No,No
NC,06,08,'Supplemental Virtual',Rural,1-Yes,1-Yes,3,53,'Regular school',Middle,No,No
GA,PK,05,'Not Virtual',Suburb,1-Yes,1-Yes,15,65,'Regular school',Elementary,No,No
OH,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,2,216,'Regular school',Middle,No,'Not Applicable'
TX,KG,04,'Not Virtual',Town,1-Yes,1-Yes,0,39,'Regular school',Elementary,No,No
FL,PK,06,'Not Virtual',City,1-Yes,1-Yes,7,128,'Regular school',Elementary,No,No
ID,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,1,49,'Alternative/other school',Middle,No,No
KY,09,12,'Not Virtual',City,1-Yes,1-Yes,8,802,'Regular school',High,Missing,No
OH,06,08,'Not Virtual',Suburb,1-Yes,2-No,1,133,'Regular school',Middle,No,'Not Applicable'
GA,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,1,4,'Regular school',Middle,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,10,32,'Regular school',Elementary,No,No
MO,05,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,0,'Regular school',High,No,No
TX,PK,04,'Not Virtual',City,'Not Applicable','Not Applicable',8,142,'Regular school',Elementary,No,No
NY,PK,08,'Not Virtual',City,1-Yes,1-Yes,8,12,'Regular school',Elementary,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,3,33,'Regular school',Elementary,No,No
ND,06,08,'Not Virtual',City,1-Yes,1-Yes,6,190,'Regular school',Middle,Missing,Missing
ID,05,06,'Not Virtual',Rural,1-Yes,1-Yes,1,102,'Regular school',Middle,No,No
AK,KG,05,'Not Virtual',Town,1-Yes,1-Yes,3,139,'Regular school',Elementary,No,No
NV,PK,05,'Not Virtual',City,1-Yes,1-Yes,23,111,'Regular school',Elementary,No,No
MO,06,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',0,16,'Regular school',High,No,No
FL,PK,04,'Not Virtual',Town,1-Yes,1-Yes,1,386,'Regular school',Elementary,No,No
TX,07,08,'Not Virtual',City,1-Yes,1-Yes,9,37,'Regular school',Middle,No,No
MT,09,12,'Supplemental Virtual',Rural,1-Yes,1-Yes,0,7,'Regular school',High,Missing,Missing
FL,KG,08,'Not Virtual',Suburb,1-Yes,1-Yes,3,88,'Regular school',Elementary,Yes,No
TX,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,1,3,'Regular school',Middle,No,No
MT,PK,05,'Not Virtual',Rural,1-Yes,2-No,0,83,'Regular school',Elementary,Missing,Missing
MT,PK,06,'Not Virtual',Town,'Not Applicable','Not Applicable',3,178,'Regular school',Elementary,Missing,Missing
MI,PK,05,'Not Virtual',Rural,1-Yes,2-No,2,284,'Regular school',Elementary,No,No
OR,09,12,'Not Virtual',Town,'Not Applicable','Not Applicable',1,38,'Regular school',High,No,Missing
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,16,159,'Regular school',Elementary,No,No
PA,06,08,'Not Virtual',Rural,1-Yes,2-No,7,397,'Regular school',Middle,No,No
TX,07,08,'Not Virtual',Suburb,'Not Applicable','Not Applicable',82,182,'Regular school',Middle,No,No
FL,06,08,'Not Virtual',Town,1-Yes,1-Yes,3,31,'Regular school',Middle,No,No
TX,KG,12,'Not Virtual',Suburb,'Not Applicable','Not Applicable',550,6,'Regular school',Other,Yes,No
MI,KG,05,'Not Virtual',Rural,1-Yes,1-Yes,1,195,'Regular school',Elementary,No,No
NM,06,08,'Not Virtual',Rural,1-Yes,1-Yes,4,109,'Regular school',Middle,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,3,88,'Regular school',Elementary,No,No
OH,06,08,'Not Virtual',Suburb,1-Yes,1-Yes,28,105,'Regular school',Middle,No,'Not Applicable'
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,6,37,'Regular school',Elementary,No,No
MN,09,12,'Not Virtual',Town,'Not Applicable','Not Applicable',0,3,'Special education school',High,No,No
TX,PK,04,'Not Virtual',City,1-Yes,1-Yes,0,3,'Regular school',Elementary,Yes,No
NM,PK,12,'Not Virtual',Rural,'Not Applicable','Not Applicable',2,56,'Regular school',Other,Yes,No
NY,06,08,'Not Virtual',City,'Not Applicable','Not Applicable',15,97,'Regular school',Middle,No,No
TX,09,12,'Not Virtual',Suburb,1-Yes,1-Yes,1,87,'Regular school',High,No,No
SD,04,05,'Not Virtual',Town,1-Yes,1-Yes,33,75,'Regular school',Elementary,No,Missing
TX,09,12,'Not Virtual',Town,1-Yes,1-Yes,4,112,'Regular school',High,No,No
TX,PK,05,'Not Virtual',City,1-Yes,1-Yes,4,4,'Regular school',Elementary,No,No
FL,PK,05,'Not Virtual',Suburb,'Not Applicable','Not Applicable',44,274,'Regular school',Elementary,No,No
AZ,09,12,'Not Virtual',Rural,1-Yes,1-Yes,0,0,'Regular school',High,No,'Not Applicable'
NY,06,08,'Not Virtual',City,1-Yes,1-Yes,2,2,'Regular school',Middle,No,No
ID,09,12,'Not Virtual',Town,1-Yes,1-Yes,0,14,'Alternative/other school',High,No,No
MI,PK,03,'Not Virtual',Suburb,'Not Applicable','Not Applicable',14,120,'Regular school',Elementary,No,No
